feedback_id,request_id,resident_id,rating,feedback_text,sentiment_label,dataset_version
FBK-03294,REQ-004445,RES-02286,3,Issue was fixed but took longer than expected. Rating given: 3/5. Total downtime felt like 94 hours from resident perspective. Reference token 61e5755a.,Neutral,v1.0.0
FBK-03295,REQ-015411,RES-02503,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 84 hours from resident perspective. Reference token 9f4d6377.,Positive,v1.0.0
FBK-03296,REQ-015736,RES-01262,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 87 hours from resident perspective. Reference token 5eb975c9.,Positive,v1.0.0
FBK-03297,REQ-012709,RES-04789,5,Average experience — problem solved with follow-up visit. Rating given: 5/5. Total downtime felt like 67 hours from resident perspective.,Neutral,v1.0.0
FBK-03298,REQ-014083,RES-01500,4,Poor communication; had to escalate to management. Rating given: 4/5. Total downtime felt like 5 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-03299,REQ-019979,RES-01544,4,Issue was fixed but took longer than expected. Rating given: 4/5. Total downtime felt like 101 hours from resident perspective.,Neutral,v1.0.0
FBK-03300,REQ-015409,RES-03030,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 99 hours from resident perspective. Reference token ed33b9cc.,Positive,v1.0.0
FBK-03301,REQ-007764,RES-00430,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 76 hours from resident perspective. Reference token 93b2f32a.,Positive,v1.0.0
FBK-03302,REQ-002908,RES-05221,3,Average experience — problem solved with follow-up visit. Rating given: 3/5. Total downtime felt like 55 hours from resident perspective.,Neutral,v1.0.0
FBK-03303,REQ-000951,RES-03320,1,Technician left site without verifying complete resolution. Rating given: 1/5. Total downtime felt like 63 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-03304,REQ-017987,RES-01280,1,Technician left site without verifying complete resolution. Rating given: 1/5. Total downtime felt like 92 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-03305,REQ-011052,RES-02384,2,Technician left site without verifying complete resolution. Rating given: 2/5. Total downtime felt like 21 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-03306,REQ-016250,RES-03152,4,Technician left site without verifying complete resolution. Rating given: 4/5. Total downtime felt like 22 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-03307,REQ-004228,RES-05680,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 24 hours from resident perspective.,Positive,v1.0.0
FBK-03308,REQ-010102,RES-03388,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 2 hours from resident perspective. Reference token 853e82a3.,Positive,v1.0.0
FBK-03309,REQ-001364,RES-02056,3,,Neutral,v1.0.0
FBK-03310,REQ-007530,RES-01861,1,Poor communication; had to escalate to management. Rating given: 1/5. Total downtime felt like 16 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-03311,REQ-020747,RES-03574,4,Average experience — problem solved with follow-up visit. Rating given: 4/5. Total downtime felt like 111 hours from resident perspective. Reference token 4fe8eac3.,Neutral,v1.0.0
FBK-03312,REQ-002331,RES-05557,2,Issue was fixed but took longer than expected. Rating given: 2/5. Total downtime felt like 101 hours from resident perspective.,Neutral,v1.0.0
FBK-03313,REQ-005660,RES-04922,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 105 hours from resident perspective. Reference token a0b30246.,Positive,v1.0.0
FBK-03314,REQ-011506,RES-05456,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 5 hours from resident perspective. Reference token 7f136f05.,Positive,v1.0.0
FBK-03315,REQ-007385,RES-05424,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 54 hours from resident perspective. Reference token 42f540d6.,Positive,v1.0.0
FBK-03316,REQ-020807,RES-06336,2,Technician left site without verifying complete resolution. Rating given: 2/5. Total downtime felt like 16 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-03317,REQ-009513,RES-04004,4,Issue was fixed but took longer than expected. Rating given: 4/5. Total downtime felt like 46 hours from resident perspective. Reference token a33fc0ab.,Neutral,v1.0.0
FBK-03318,REQ-001295,RES-01582,3,Issue was fixed but took longer than expected. Rating given: 3/5. Total downtime felt like 113 hours from resident perspective. Reference token 85db7667.,Neutral,v1.0.0
FBK-03319,REQ-015785,RES-04457,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 5 hours from resident perspective. Reference token bbcb01b9.,Positive,v1.0.0
FBK-03320,REQ-019723,RES-05422,4,Average experience — problem solved with follow-up visit. Rating given: 4/5. Total downtime felt like 90 hours from resident perspective.,Neutral,v1.0.0
FBK-03321,REQ-006277,RES-04375,1,Issue was fixed but took longer than expected. Rating given: 1/5. Total downtime felt like 10 hours from resident perspective.,Neutral,v1.0.0
FBK-03322,REQ-017240,RES-00847,2,Technician left site without verifying complete resolution. Rating given: 2/5. Total downtime felt like 19 hours from resident perspective. Request closure confirmation via email. Reference token 59d0b1c9.,Negative,v1.0.0
FBK-03323,REQ-011981,RES-06386,4,Average experience — problem solved with follow-up visit. Rating given: 4/5. Total downtime felt like 18 hours from resident perspective.,Neutral,v1.0.0
FBK-03324,REQ-002537,RES-03758,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 12 hours from resident perspective. Reference token 221e0667.,Positive,v1.0.0
FBK-03325,REQ-001296,RES-00649,3,Resolution acceptable; communication could be improved. Rating given: 3/5. Total downtime felt like 95 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-03326,REQ-018878,RES-00951,4,Resolution acceptable; communication could be improved. Rating given: 4/5. Total downtime felt like 58 hours from resident perspective. Request closure confirmation via email. Reference token 80b4255d.,Neutral,v1.0.0
FBK-03327,REQ-007070,RES-03514,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 64 hours from resident perspective.,Positive,v1.0.0
FBK-03328,REQ-017109,RES-06364,3,Work quality exceeded expectations; thank you maintenance team. Rating given: 3/5. Total downtime felt like 66 hours from resident perspective.,Positive,v1.0.0
FBK-03329,REQ-021431,RES-03339,4,Average experience — problem solved with follow-up visit. Rating given: 4/5. Total downtime felt like 38 hours from resident perspective. Reference token f77ef748.,Neutral,v1.0.0
FBK-03330,REQ-008854,RES-04093,1,Poor communication; had to escalate to management. Rating given: 1/5. Total downtime felt like 45 hours from resident perspective. Request closure confirmation via email. Reference token e01d3e45.,Negative,v1.0.0
FBK-03331,REQ-008461,RES-02953,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 88 hours from resident perspective. Reference token 4f174106.,Positive,v1.0.0
FBK-03332,REQ-007553,RES-00143,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 59 hours from resident perspective. Reference token aa21b6da.,Positive,v1.0.0
FBK-03333,REQ-019382,RES-04355,5,Issue was fixed but took longer than expected. Rating given: 5/5. Total downtime felt like 56 hours from resident perspective. Reference token f1fb6e55.,Neutral,v1.0.0
FBK-03334,REQ-016409,RES-01868,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 74 hours from resident perspective. Reference token 4f035527.,Positive,v1.0.0
FBK-03335,REQ-002722,RES-04008,3,Issue was fixed but took longer than expected. Rating given: 3/5. Total downtime felt like 107 hours from resident perspective. Reference token 42860156.,Neutral,v1.0.0
FBK-03336,REQ-002737,RES-02865,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 88 hours from resident perspective. Reference token 21190584.,Positive,v1.0.0
FBK-03337,REQ-000178,RES-05505,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 94 hours from resident perspective. Reference token dba2bd43.,Positive,v1.0.0
FBK-03338,REQ-013947,RES-03681,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 12 hours from resident perspective. Reference token 3ef55b44.,Positive,v1.0.0
FBK-03339,REQ-003298,RES-06366,5,Resolution acceptable; communication could be improved. Rating given: 5/5. Total downtime felt like 65 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-03340,REQ-009892,RES-02856,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 16 hours from resident perspective. Reference token da4aba5a.,Positive,v1.0.0
FBK-03341,REQ-003343,RES-03238,1,Poor communication; had to escalate to management. Rating given: 1/5. Total downtime felt like 43 hours from resident perspective. Request closure confirmation via email. Reference token 19bc1fe1.,Negative,v1.0.0
FBK-03342,REQ-004371,RES-01654,4,Work quality exceeded expectations; thank you maintenance team. Rating given: 4/5. Total downtime felt like 55 hours from resident perspective. Reference token e28cd39d.,Positive,v1.0.0
FBK-03343,REQ-020644,RES-04258,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 70 hours from resident perspective. Reference token 72062439.,Positive,v1.0.0
FBK-03344,REQ-009064,RES-00925,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 118 hours from resident perspective. Reference token 4144b11d.,Positive,v1.0.0
FBK-03345,REQ-014508,RES-03069,4,Average experience — problem solved with follow-up visit. Rating given: 4/5. Total downtime felt like 53 hours from resident perspective. Reference token 7b19cd48.,Neutral,v1.0.0
FBK-03346,REQ-003209,RES-04104,3,Resolution acceptable; communication could be improved. Rating given: 3/5. Total downtime felt like 78 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-03347,REQ-003065,RES-02732,3,Average experience — problem solved with follow-up visit. Rating given: 3/5. Total downtime felt like 12 hours from resident perspective. Reference token 55ed4065.,Neutral,v1.0.0
FBK-03348,REQ-000380,RES-00113,2,Technician left site without verifying complete resolution. Rating given: 2/5. Total downtime felt like 50 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-03349,REQ-016386,RES-06352,3,Average experience — problem solved with follow-up visit. Rating given: 3/5. Total downtime felt like 35 hours from resident perspective. Reference token 184f05cd.,Neutral,v1.0.0
FBK-03350,REQ-007574,RES-00567,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 99 hours from resident perspective. Reference token 81be3d93.,Positive,v1.0.0
FBK-03351,REQ-021212,RES-02237,4,Work quality exceeded expectations; thank you maintenance team. Rating given: 4/5. Total downtime felt like 14 hours from resident perspective. Reference token d17e204a.,Positive,v1.0.0
FBK-03352,REQ-005622,RES-06370,1,Technician left site without verifying complete resolution. Rating given: 1/5. Total downtime felt like 43 hours from resident perspective. Request closure confirmation via email. Reference token 06ae4a08.,Negative,v1.0.0
FBK-03353,REQ-000608,RES-04150,4,Work quality exceeded expectations; thank you maintenance team. Rating given: 4/5. Total downtime felt like 18 hours from resident perspective. Reference token 3e21a8f9.,Positive,v1.0.0
FBK-03354,REQ-020682,RES-05837,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 38 hours from resident perspective. Reference token 4f73f092.,Positive,v1.0.0
FBK-03355,REQ-002001,RES-06368,4,Work quality exceeded expectations; thank you maintenance team. Rating given: 4/5. Total downtime felt like 99 hours from resident perspective.,Positive,v1.0.0
FBK-03356,REQ-019088,RES-01019,1,Unacceptable delay and repeated visits without permanent fix. Rating given: 1/5. Total downtime felt like 11 hours from resident perspective.,Negative,v1.0.0
FBK-03357,REQ-002518,RES-04405,2,Technician left site without verifying complete resolution. Rating given: 2/5. Total downtime felt like 84 hours from resident perspective. Request closure confirmation via email. Reference token 948bb899.,Negative,v1.0.0
FBK-03358,REQ-000627,RES-05763,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 109 hours from resident perspective. Reference token 41864009.,Positive,v1.0.0
FBK-03359,REQ-018752,RES-05732,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 25 hours from resident perspective. Reference token 857cf6fc.,Positive,v1.0.0
FBK-03360,REQ-005715,RES-00892,1,Unacceptable delay and repeated visits without permanent fix. Rating given: 1/5. Total downtime felt like 113 hours from resident perspective.,Negative,v1.0.0
FBK-03361,REQ-010763,RES-00580,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 92 hours from resident perspective. Reference token 2bc6e9c4.,Positive,v1.0.0
FBK-03362,REQ-002981,RES-01705,4,,Positive,v1.0.0
FBK-03363,REQ-019845,RES-06337,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 117 hours from resident perspective. Reference token 03b7c387.,Positive,v1.0.0
FBK-03364,REQ-001449,RES-04055,3,Resolution acceptable; communication could be improved. Rating given: 3/5. Total downtime felt like 47 hours from resident perspective. Request closure confirmation via email. Reference token 1ff458b4.,Neutral,v1.0.0
FBK-03365,REQ-000421,RES-00825,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 43 hours from resident perspective. Reference token dde98b91.,Positive,v1.0.0
FBK-03366,REQ-019482,RES-04058,3,Technician was professional and resolved the issue quickly. Rating given: 3/5. Total downtime felt like 47 hours from resident perspective.,Positive,v1.0.0
FBK-03367,REQ-009211,RES-02769,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 6 hours from resident perspective. Reference token 36e2ea23.,Positive,v1.0.0
FBK-03368,REQ-016710,RES-02606,3,Resolution acceptable; communication could be improved. Rating given: 3/5. Total downtime felt like 86 hours from resident perspective. Request closure confirmation via email. Reference token 62e47181.,Neutral,v1.0.0
FBK-03369,REQ-000374,RES-00438,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 33 hours from resident perspective. Reference token 5b84a637.,Positive,v1.0.0
FBK-03370,REQ-016604,RES-01292,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 30 hours from resident perspective. Reference token 6ca03bea.,Positive,v1.0.0
FBK-03371,REQ-014613,RES-06278,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 70 hours from resident perspective. Reference token 48d5f044.,Positive,v1.0.0
FBK-03372,REQ-012102,RES-03610,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 50 hours from resident perspective. Reference token a18c0b97.,Positive,v1.0.0
FBK-03373,REQ-011269,RES-01906,5,,Positive,v1.0.0
FBK-03374,REQ-008632,RES-05481,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 44 hours from resident perspective. Reference token a7a5f0de.,Positive,v1.0.0
FBK-03375,REQ-014816,RES-06289,1,Poor communication; had to escalate to management. Rating given: 1/5. Total downtime felt like 45 hours from resident perspective. Request closure confirmation via email. Reference token e01d3e45.,Negative,v1.0.0
FBK-03376,REQ-016345,RES-02841,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 91 hours from resident perspective. Reference token 6f384759.,Positive,v1.0.0
FBK-03377,REQ-004429,RES-01489,1,Technician left site without verifying complete resolution. Rating given: 1/5. Total downtime felt like 53 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-03378,REQ-018545,RES-06308,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 4 hours from resident perspective. Reference token d8ef3e90.,Positive,v1.0.0
FBK-03379,REQ-009937,RES-06489,4,Work quality exceeded expectations; thank you maintenance team. Rating given: 4/5. Total downtime felt like 49 hours from resident perspective. Reference token 3726e881.,Positive,v1.0.0
FBK-03380,REQ-019536,RES-06265,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 23 hours from resident perspective.,Positive,v1.0.0
FBK-03381,REQ-017989,RES-02921,4,Resolution acceptable; communication could be improved. Rating given: 4/5. Total downtime felt like 12 hours from resident perspective. Request closure confirmation via email. Reference token 853b521f.,Neutral,v1.0.0
FBK-03382,REQ-019816,RES-05635,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 40 hours from resident perspective. Reference token de45b1de.,Positive,v1.0.0
FBK-03383,REQ-001583,RES-06367,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 20 hours from resident perspective. Reference token d088597e.,Positive,v1.0.0
FBK-03384,REQ-020960,RES-00244,5,,Positive,v1.0.0
FBK-03385,REQ-002337,RES-04404,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 63 hours from resident perspective. Reference token 7296625c.,Positive,v1.0.0
FBK-03386,REQ-002991,RES-01103,2,Unacceptable delay and repeated visits without permanent fix. Rating given: 2/5. Total downtime felt like 88 hours from resident perspective.,Negative,v1.0.0
FBK-03387,REQ-012220,RES-00658,4,Work quality exceeded expectations; thank you maintenance team. Rating given: 4/5. Total downtime felt like 13 hours from resident perspective. Reference token f4d6a7be.,Positive,v1.0.0
FBK-03388,REQ-017734,RES-06245,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 105 hours from resident perspective. Reference token a0b30246.,Positive,v1.0.0
FBK-03389,REQ-010293,RES-00270,4,Work quality exceeded expectations; thank you maintenance team. Rating given: 4/5. Total downtime felt like 3 hours from resident perspective.,Positive,v1.0.0
FBK-03390,REQ-014848,RES-00919,3,Average experience — problem solved with follow-up visit. Rating given: 3/5. Total downtime felt like 65 hours from resident perspective. Reference token 24b4b7fd.,Neutral,v1.0.0
FBK-03391,REQ-012126,RES-05150,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 110 hours from resident perspective. Reference token 4c9a8813.,Positive,v1.0.0
FBK-03392,REQ-007638,RES-04475,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 45 hours from resident perspective.,Positive,v1.0.0
FBK-03393,REQ-002263,RES-05665,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 7 hours from resident perspective. Reference token 072c464c.,Positive,v1.0.0
FBK-03394,REQ-010438,RES-05863,2,Resolution acceptable; communication could be improved. Rating given: 2/5. Total downtime felt like 67 hours from resident perspective. Request closure confirmation via email. Reference token 4aa423a7.,Neutral,v1.0.0
FBK-03395,REQ-003255,RES-01291,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 101 hours from resident perspective. Reference token 7f22e46e.,Positive,v1.0.0
FBK-03396,REQ-006735,RES-06311,3,Technician left site without verifying complete resolution. Rating given: 3/5. Total downtime felt like 3 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-03397,REQ-004523,RES-00054,3,Issue was fixed but took longer than expected. Rating given: 3/5. Total downtime felt like 64 hours from resident perspective. Reference token f0a0feea.,Neutral,v1.0.0
FBK-03398,REQ-010049,RES-05245,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 8 hours from resident perspective.,Positive,v1.0.0
FBK-03399,REQ-014097,RES-01641,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 80 hours from resident perspective. Reference token 7044558e.,Positive,v1.0.0
FBK-03400,REQ-003649,RES-02383,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 16 hours from resident perspective. Reference token 21da5322.,Positive,v1.0.0
FBK-03401,REQ-002780,RES-02586,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 83 hours from resident perspective. Reference token 003b334b.,Positive,v1.0.0
FBK-03402,REQ-007922,RES-02372,5,Average experience — problem solved with follow-up visit. Rating given: 5/5. Total downtime felt like 5 hours from resident perspective.,Neutral,v1.0.0
FBK-03403,REQ-005159,RES-04537,4,Work quality exceeded expectations; thank you maintenance team. Rating given: 4/5. Total downtime felt like 20 hours from resident perspective. Reference token 76bd3b04.,Positive,v1.0.0
FBK-03404,REQ-019479,RES-00075,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 58 hours from resident perspective. Reference token 89d179b1.,Positive,v1.0.0
FBK-03405,REQ-012237,RES-01437,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 74 hours from resident perspective. Reference token aafac3ae.,Positive,v1.0.0
FBK-03406,REQ-004653,RES-05725,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 46 hours from resident perspective. Reference token 2bd16c0d.,Positive,v1.0.0
FBK-03407,REQ-007543,RES-04094,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 104 hours from resident perspective. Reference token 5dae0769.,Positive,v1.0.0
FBK-03408,REQ-014533,RES-05705,4,Resolution acceptable; communication could be improved. Rating given: 4/5. Total downtime felt like 64 hours from resident perspective. Request closure confirmation via email. Reference token bd30b9fa.,Neutral,v1.0.0
FBK-03409,REQ-016648,RES-00613,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 64 hours from resident perspective. Reference token f7bda99d.,Positive,v1.0.0
FBK-03410,REQ-020294,RES-01893,3,Resolution acceptable; communication could be improved. Rating given: 3/5. Total downtime felt like 113 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-03411,REQ-012814,RES-02528,3,Technician left site without verifying complete resolution. Rating given: 3/5. Total downtime felt like 107 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-03412,REQ-007071,RES-06277,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 45 hours from resident perspective. Reference token 28f055fa.,Positive,v1.0.0
FBK-03413,REQ-005661,RES-06220,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 26 hours from resident perspective.,Positive,v1.0.0
FBK-03414,REQ-021505,RES-02535,5,,Positive,v1.0.0
FBK-03415,REQ-009197,RES-03507,3,Average experience — problem solved with follow-up visit. Rating given: 3/5. Total downtime felt like 105 hours from resident perspective. Reference token 519961d4.,Neutral,v1.0.0
FBK-03416,REQ-012058,RES-06335,2,Unacceptable delay and repeated visits without permanent fix. Rating given: 2/5. Total downtime felt like 110 hours from resident perspective.,Negative,v1.0.0
FBK-03417,REQ-007821,RES-02128,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 62 hours from resident perspective. Reference token d0df0a52.,Positive,v1.0.0
FBK-03418,REQ-018618,RES-04487,2,Issue was fixed but took longer than expected. Rating given: 2/5. Total downtime felt like 79 hours from resident perspective.,Neutral,v1.0.0
FBK-03419,REQ-003870,RES-06444,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 65 hours from resident perspective. Reference token fc1fd1a6.,Positive,v1.0.0
FBK-03420,REQ-010064,RES-06454,3,Technician was professional and resolved the issue quickly. Rating given: 3/5. Total downtime felt like 95 hours from resident perspective.,Positive,v1.0.0
FBK-03421,REQ-004351,RES-01214,2,Technician left site without verifying complete resolution. Rating given: 2/5. Total downtime felt like 47 hours from resident perspective. Request closure confirmation via email. Reference token 91b1e4e9.,Negative,v1.0.0
FBK-03422,REQ-016522,RES-00789,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 76 hours from resident perspective. Reference token 93b2f32a.,Positive,v1.0.0
FBK-03423,REQ-016589,RES-00044,2,Poor communication; had to escalate to management. Rating given: 2/5. Total downtime felt like 4 hours from resident perspective. Request closure confirmation via email. Reference token 1a6331de.,Negative,v1.0.0
FBK-03424,REQ-006830,RES-00321,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 37 hours from resident perspective. Reference token 787c3b17.,Positive,v1.0.0
FBK-03425,REQ-019991,RES-05436,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 91 hours from resident perspective.,Positive,v1.0.0
FBK-03426,REQ-006929,RES-06436,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 109 hours from resident perspective. Reference token a1abc0b2.,Positive,v1.0.0
FBK-03427,REQ-012127,RES-01301,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 116 hours from resident perspective.,Positive,v1.0.0
FBK-03428,REQ-018335,RES-01899,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 79 hours from resident perspective. Reference token 53cfd86e.,Positive,v1.0.0
FBK-03429,REQ-012422,RES-03857,4,,Positive,v1.0.0
FBK-03430,REQ-006604,RES-06482,3,Resolution acceptable; communication could be improved. Rating given: 3/5. Total downtime felt like 89 hours from resident perspective. Request closure confirmation via email. Reference token 9e32452d.,Neutral,v1.0.0
FBK-03431,REQ-001129,RES-05589,4,Issue was fixed but took longer than expected. Rating given: 4/5. Total downtime felt like 43 hours from resident perspective. Reference token d64df9da.,Neutral,v1.0.0
FBK-03432,REQ-006373,RES-06026,4,Average experience — problem solved with follow-up visit. Rating given: 4/5. Total downtime felt like 4 hours from resident perspective.,Neutral,v1.0.0
FBK-03433,REQ-016748,RES-06011,5,Issue was fixed but took longer than expected. Rating given: 5/5. Total downtime felt like 31 hours from resident perspective.,Neutral,v1.0.0
FBK-03434,REQ-012353,RES-04778,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 72 hours from resident perspective. Reference token 0589821d.,Positive,v1.0.0
FBK-03435,REQ-014702,RES-06321,4,Unacceptable delay and repeated visits without permanent fix. Rating given: 4/5. Total downtime felt like 10 hours from resident perspective.,Negative,v1.0.0
FBK-03436,REQ-009205,RES-04888,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 42 hours from resident perspective. Reference token 89064c27.,Positive,v1.0.0
FBK-03437,REQ-004891,RES-01463,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 53 hours from resident perspective. Reference token 1b59e45f.,Positive,v1.0.0
FBK-03438,REQ-011288,RES-06000,5,Average experience — problem solved with follow-up visit. Rating given: 5/5. Total downtime felt like 36 hours from resident perspective.,Neutral,v1.0.0
FBK-03439,REQ-015605,RES-06105,5,Average experience — problem solved with follow-up visit. Rating given: 5/5. Total downtime felt like 34 hours from resident perspective. Reference token 50bc1ab6.,Neutral,v1.0.0
FBK-03440,REQ-001360,RES-02514,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 62 hours from resident perspective.,Positive,v1.0.0
FBK-03441,REQ-021168,RES-04424,5,Resolution acceptable; communication could be improved. Rating given: 5/5. Total downtime felt like 90 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-03442,REQ-003653,RES-04290,3,Resolution acceptable; communication could be improved. Rating given: 3/5. Total downtime felt like 36 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-03443,REQ-013240,RES-05021,2,Resolution acceptable; communication could be improved. Rating given: 2/5. Total downtime felt like 98 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-03444,REQ-008149,RES-05531,2,Technician left site without verifying complete resolution. Rating given: 2/5. Total downtime felt like 90 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-03445,REQ-020626,RES-00640,5,Average experience — problem solved with follow-up visit. Rating given: 5/5. Total downtime felt like 32 hours from resident perspective.,Neutral,v1.0.0
FBK-03446,REQ-005587,RES-01738,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 14 hours from resident perspective. Reference token c146c386.,Positive,v1.0.0
FBK-03447,REQ-020293,RES-03885,3,Average experience — problem solved with follow-up visit. Rating given: 3/5. Total downtime felt like 101 hours from resident perspective. Reference token 19c3574a.,Neutral,v1.0.0
FBK-03448,REQ-019166,RES-02687,5,,Positive,v1.0.0
FBK-03449,REQ-002486,RES-05931,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 91 hours from resident perspective. Reference token 62388444.,Positive,v1.0.0
FBK-03450,REQ-018438,RES-03460,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 19 hours from resident perspective. Reference token 0a3c1f71.,Positive,v1.0.0
FBK-03451,REQ-007079,RES-00872,3,Issue was fixed but took longer than expected. Rating given: 3/5. Total downtime felt like 14 hours from resident perspective. Reference token 5a432417.,Neutral,v1.0.0
