feedback_id,request_id,resident_id,rating,feedback_text,sentiment_label,dataset_version
fbk-01829,req-006258,res-03349,1,poor communication; had to escalate to management. rating given: 1/5. total downtime felt like 67 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-01830,req-005742,res-03326,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 114 hours from resident perspective. reference token 374b87db.,positive,v1.0.0
fbk-01831,req-003533,res-04921,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 37 hours from resident perspective. reference token be2e0fa9.,positive,v1.0.0
fbk-01832,req-013124,res-06430,4,work quality exceeded expectations; thank you maintenance team. rating given: 4/5. total downtime felt like 44 hours from resident perspective. reference token ff71b26c.,positive,v1.0.0
fbk-01833,req-014465,res-03543,1,poor communication; had to escalate to management. rating given: 1/5. total downtime felt like 54 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-01834,req-011218,res-04862,4,average experience — problem solved with follow-up visit. rating given: 4/5. total downtime felt like 44 hours from resident perspective.,neutral,v1.0.0
fbk-01835,req-020866,res-06426,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 7 hours from resident perspective.,positive,v1.0.0
fbk-01836,req-007107,res-02094,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 80 hours from resident perspective. reference token 7044558e.,positive,v1.0.0
fbk-01837,req-013309,res-06476,4,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 69 hours from resident perspective. reference token 41b3885a.,positive,v1.0.0
fbk-01838,req-007538,res-05006,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 5 hours from resident perspective. reference token 7f136f05.,positive,v1.0.0
fbk-01839,req-001047,res-01394,3,technician was professional and resolved the issue quickly. rating given: 3/5. total downtime felt like 16 hours from resident perspective.,positive,v1.0.0
fbk-01840,req-010570,res-06219,3,average experience — problem solved with follow-up visit. rating given: 3/5. total downtime felt like 32 hours from resident perspective.,neutral,v1.0.0
fbk-01841,req-005214,res-04264,4,resolution acceptable; communication could be improved. rating given: 4/5. total downtime felt like 70 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-01842,req-016171,res-05050,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 65 hours from resident perspective. reference token 47f214ec.,positive,v1.0.0
fbk-01843,req-011913,res-00507,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 38 hours from resident perspective. reference token 4f73f092.,positive,v1.0.0
fbk-01844,req-018328,res-01543,3,poor communication; had to escalate to management. rating given: 3/5. total downtime felt like 19 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-01845,req-001842,res-02598,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 38 hours from resident perspective. reference token d7c21e89.,positive,v1.0.0
fbk-01846,req-020774,res-05896,4,work quality exceeded expectations; thank you maintenance team. rating given: 4/5. total downtime felt like 75 hours from resident perspective. reference token 2cd0f66e.,positive,v1.0.0
fbk-01847,req-011402,res-01618,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 53 hours from resident perspective. reference token f190b34a.,positive,v1.0.0
fbk-01848,req-021246,res-02697,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 73 hours from resident perspective. reference token cb5397b3.,positive,v1.0.0
fbk-01849,req-012890,res-05504,3,very satisfied with the response time and communication. rating given: 3/5. total downtime felt like 26 hours from resident perspective.,positive,v1.0.0
fbk-01850,req-008555,res-04390,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 108 hours from resident perspective. reference token 3aa0b36c.,positive,v1.0.0
fbk-01851,req-008305,res-05402,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 45 hours from resident perspective.,positive,v1.0.0
fbk-01852,req-013715,res-04568,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 52 hours from resident perspective. reference token 5b7f93f4.,positive,v1.0.0
fbk-01853,req-004944,res-00197,4,resolution acceptable; communication could be improved. rating given: 4/5. total downtime felt like 57 hours from resident perspective. request closure confirmation via email. reference token 1f9f4126.,neutral,v1.0.0
fbk-01854,req-013195,res-06295,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 6 hours from resident perspective. reference token 36e2ea23.,positive,v1.0.0
fbk-01855,req-006389,res-00438,5,issue was fixed but took longer than expected. rating given: 5/5. total downtime felt like 9 hours from resident perspective.,neutral,v1.0.0
fbk-01856,req-021418,res-00650,3,very satisfied with the response time and communication. rating given: 3/5. total downtime felt like 37 hours from resident perspective.,positive,v1.0.0
fbk-01857,req-009177,res-06338,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 49 hours from resident perspective. reference token b7688dda.,positive,v1.0.0
fbk-01858,req-008447,res-02734,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 19 hours from resident perspective. reference token 0a3c1f71.,positive,v1.0.0
fbk-01859,req-019194,res-01852,5,resolution acceptable; communication could be improved. rating given: 5/5. total downtime felt like 28 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-01860,req-021324,res-02491,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 117 hours from resident perspective. reference token e64fd1d1.,positive,v1.0.0
fbk-01861,req-013673,res-06323,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 108 hours from resident perspective. reference token fa852e07.,positive,v1.0.0
fbk-01862,req-004164,res-06347,1,technician left site without verifying complete resolution. rating given: 1/5. total downtime felt like 40 hours from resident perspective. request closure confirmation via email. reference token b691acc6.,negative,v1.0.0
fbk-01863,req-018381,res-04303,4,poor communication; had to escalate to management. rating given: 4/5. total downtime felt like 11 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-01864,req-003948,res-05150,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 43 hours from resident perspective. reference token 0a82099a.,positive,v1.0.0
fbk-01865,req-019051,res-06158,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 69 hours from resident perspective. reference token 41b3885a.,positive,v1.0.0
fbk-01866,req-007714,res-01934,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 48 hours from resident perspective.,positive,v1.0.0
fbk-01867,req-016759,res-05738,4,work quality exceeded expectations; thank you maintenance team. rating given: 4/5. total downtime felt like 12 hours from resident perspective.,positive,v1.0.0
fbk-01868,req-007069,res-04109,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 37 hours from resident perspective.,positive,v1.0.0
fbk-01869,req-002503,res-03592,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 82 hours from resident perspective. reference token 12e59219.,positive,v1.0.0
fbk-01870,req-002649,res-04295,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 88 hours from resident perspective. reference token 510b454f.,positive,v1.0.0
fbk-01871,req-015226,res-00456,2,poor communication; had to escalate to management. rating given: 2/5. total downtime felt like 35 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-01872,req-008622,res-03319,1,technician left site without verifying complete resolution. rating given: 1/5. total downtime felt like 85 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-01873,req-016246,res-02235,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 82 hours from resident perspective. reference token 12e59219.,positive,v1.0.0
fbk-01874,req-014221,res-02077,3,average experience — problem solved with follow-up visit. rating given: 3/5. total downtime felt like 17 hours from resident perspective. reference token 0d0f0c55.,neutral,v1.0.0
fbk-01875,req-020873,res-00210,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 12 hours from resident perspective. reference token 8b3b5663.,positive,v1.0.0
fbk-01876,req-019905,res-04642,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 71 hours from resident perspective. reference token 86e67ba9.,positive,v1.0.0
fbk-01877,req-014512,res-05917,3,unacceptable delay and repeated visits without permanent fix. rating given: 3/5. total downtime felt like 35 hours from resident perspective.,negative,v1.0.0
fbk-01878,req-002942,res-06473,1,poor communication; had to escalate to management. rating given: 1/5. total downtime felt like 75 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-01879,req-019828,res-04949,3,poor communication; had to escalate to management. rating given: 3/5. total downtime felt like 37 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-01880,req-004361,res-06449,5,issue was fixed but took longer than expected. rating given: 5/5. total downtime felt like 110 hours from resident perspective.,neutral,v1.0.0
fbk-01881,req-004842,res-05907,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 29 hours from resident perspective. reference token 128aa96f.,positive,v1.0.0
fbk-01882,req-010478,res-00411,1,unacceptable delay and repeated visits without permanent fix. rating given: 1/5. total downtime felt like 34 hours from resident perspective.,negative,v1.0.0
fbk-01883,req-000135,res-00036,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 65 hours from resident perspective. reference token 261c5dea.,positive,v1.0.0
fbk-01884,req-009693,res-02061,3,work quality exceeded expectations; thank you maintenance team. rating given: 3/5. total downtime felt like 72 hours from resident perspective.,positive,v1.0.0
fbk-01885,req-016949,res-03238,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 98 hours from resident perspective. reference token c6ae0e63.,positive,v1.0.0
fbk-01886,req-011727,res-01377,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 95 hours from resident perspective. reference token a13af8fc.,positive,v1.0.0
fbk-01887,req-001689,res-03861,5,resolution acceptable; communication could be improved. rating given: 5/5. total downtime felt like 58 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-01888,req-000628,res-06344,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 19 hours from resident perspective.,positive,v1.0.0
fbk-01889,req-005503,res-05239,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 67 hours from resident perspective. reference token f9268b5a.,positive,v1.0.0
fbk-01890,req-017202,res-00223,3,unacceptable delay and repeated visits without permanent fix. rating given: 3/5. total downtime felt like 7 hours from resident perspective.,negative,v1.0.0
fbk-01891,req-002896,res-05594,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 73 hours from resident perspective. reference token f7664c9f.,positive,v1.0.0
fbk-01892,req-006643,res-01991,2,technician left site without verifying complete resolution. rating given: 2/5. total downtime felt like 45 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-01893,req-016111,res-04674,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 27 hours from resident perspective. reference token bac531e5.,positive,v1.0.0
fbk-01894,req-002898,res-02927,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 85 hours from resident perspective. reference token e4ef1d37.,positive,v1.0.0
fbk-01895,req-014725,res-00598,3,work quality exceeded expectations; thank you maintenance team. rating given: 3/5. total downtime felt like 32 hours from resident perspective.,positive,v1.0.0
fbk-01896,req-005971,res-04344,2,unacceptable delay and repeated visits without permanent fix. rating given: 2/5. total downtime felt like 69 hours from resident perspective.,negative,v1.0.0
fbk-01897,req-006877,res-02262,3,very satisfied with the response time and communication. rating given: 3/5. total downtime felt like 82 hours from resident perspective.,positive,v1.0.0
fbk-01898,req-007238,res-05328,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 36 hours from resident perspective. reference token 5f8ee9ae.,positive,v1.0.0
fbk-01899,req-011704,res-01155,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 8 hours from resident perspective. reference token 6eb16738.,positive,v1.0.0
fbk-01900,req-007170,res-04242,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 49 hours from resident perspective. reference token b7688dda.,positive,v1.0.0
fbk-01901,req-002774,res-00453,3,unacceptable delay and repeated visits without permanent fix. rating given: 3/5. total downtime felt like 98 hours from resident perspective.,negative,v1.0.0
fbk-01902,req-003481,res-05112,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 119 hours from resident perspective. reference token ac785269.,positive,v1.0.0
fbk-01903,req-016994,res-05719,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 54 hours from resident perspective. reference token 27e1d260.,positive,v1.0.0
fbk-01904,req-003707,res-06497,3,work quality exceeded expectations; thank you maintenance team. rating given: 3/5. total downtime felt like 85 hours from resident perspective.,positive,v1.0.0
fbk-01905,req-015481,res-03636,2,poor communication; had to escalate to management. rating given: 2/5. total downtime felt like 88 hours from resident perspective. request closure confirmation via email. reference token 376d171d.,negative,v1.0.0
fbk-01906,req-020291,res-01109,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 52 hours from resident perspective. reference token 5b7f93f4.,positive,v1.0.0
fbk-01907,req-016676,res-05909,4,average experience — problem solved with follow-up visit. rating given: 4/5. total downtime felt like 69 hours from resident perspective. reference token d959456e.,neutral,v1.0.0
fbk-01908,req-003681,res-01871,3,poor communication; had to escalate to management. rating given: 3/5. total downtime felt like 68 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-01909,req-010788,res-03315,5,resolution acceptable; communication could be improved. rating given: 5/5. total downtime felt like 118 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-01910,req-003387,res-04035,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 94 hours from resident perspective. reference token a5c3a737.,positive,v1.0.0
fbk-01911,req-018983,res-02415,4,work quality exceeded expectations; thank you maintenance team. rating given: 4/5. total downtime felt like 95 hours from resident perspective.,positive,v1.0.0
fbk-01912,req-000189,res-04418,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 3 hours from resident perspective. reference token 3f56d23b.,positive,v1.0.0
fbk-01913,req-016031,res-02398,1,poor communication; had to escalate to management. rating given: 1/5. total downtime felt like 45 hours from resident perspective. request closure confirmation via email. reference token e01d3e45.,negative,v1.0.0
fbk-01914,req-015237,res-01544,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 62 hours from resident perspective. reference token ac786f06.,positive,v1.0.0
fbk-01915,req-000883,res-02867,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 3 hours from resident perspective. reference token b2a7a9b0.,positive,v1.0.0
fbk-01916,req-010551,res-01322,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 27 hours from resident perspective.,positive,v1.0.0
fbk-01917,req-001492,res-02259,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 53 hours from resident perspective. reference token ded44828.,positive,v1.0.0
fbk-01918,req-006205,res-03096,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 58 hours from resident perspective.,positive,v1.0.0
fbk-01919,req-003299,res-06353,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 9 hours from resident perspective. reference token f29105bb.,positive,v1.0.0
fbk-01920,req-017247,res-05141,4,average experience — problem solved with follow-up visit. rating given: 4/5. total downtime felt like 85 hours from resident perspective. reference token f9770873.,neutral,v1.0.0
fbk-01921,req-013198,res-00367,2,poor communication; had to escalate to management. rating given: 2/5. total downtime felt like 50 hours from resident perspective. request closure confirmation via email. reference token ebfa055a.,negative,v1.0.0
fbk-01922,req-015515,res-06409,4,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 69 hours from resident perspective. reference token 41b3885a.,neutral,v1.0.0
fbk-01923,req-009433,res-06317,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 52 hours from resident perspective. reference token 899ebbf2.,positive,v1.0.0
fbk-01924,req-020001,res-01235,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 118 hours from resident perspective. reference token a8c3eb6a.,positive,v1.0.0
fbk-01925,req-020335,res-02555,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 113 hours from resident perspective. reference token 611950f1.,positive,v1.0.0
fbk-01926,req-017883,res-03656,4,work quality exceeded expectations; thank you maintenance team. rating given: 4/5. total downtime felt like 23 hours from resident perspective. reference token 50edc39c.,positive,v1.0.0
fbk-01927,req-018996,res-05760,3,issue was fixed but took longer than expected. rating given: 3/5. total downtime felt like 74 hours from resident perspective.,neutral,v1.0.0
fbk-01928,req-013131,res-04793,5,average experience — problem solved with follow-up visit. rating given: 5/5. total downtime felt like 49 hours from resident perspective.,neutral,v1.0.0
fbk-01929,req-018027,res-04639,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 40 hours from resident perspective. reference token de45b1de.,positive,v1.0.0
fbk-01930,req-002186,res-05767,3,issue was fixed but took longer than expected. rating given: 3/5. total downtime felt like 93 hours from resident perspective.,neutral,v1.0.0
fbk-01931,req-000047,res-06449,3,resolution acceptable; communication could be improved. rating given: 3/5. total downtime felt like 12 hours from resident perspective. request closure confirmation via email. reference token 8274c838.,neutral,v1.0.0
fbk-01932,req-005895,res-04421,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 73 hours from resident perspective.,positive,v1.0.0
fbk-01933,req-021019,res-00558,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 110 hours from resident perspective. reference token f0199390.,positive,v1.0.0
fbk-01934,req-011559,res-06312,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 105 hours from resident perspective. reference token a0b30246.,positive,v1.0.0
fbk-01935,req-012412,res-06329,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 13 hours from resident perspective. reference token 4774afda.,positive,v1.0.0
fbk-01936,req-002889,res-00728,4,poor communication; had to escalate to management. rating given: 4/5. total downtime felt like 86 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-01937,req-004029,res-02600,5,resolution acceptable; communication could be improved. rating given: 5/5. total downtime felt like 20 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-01938,req-013264,res-04468,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 8 hours from resident perspective.,positive,v1.0.0
fbk-01939,req-000122,res-05199,3,issue was fixed but took longer than expected. rating given: 3/5. total downtime felt like 55 hours from resident perspective. reference token 0555a856.,neutral,v1.0.0
fbk-01940,req-009890,res-05243,3,average experience — problem solved with follow-up visit. rating given: 3/5. total downtime felt like 63 hours from resident perspective. reference token 1238692e.,neutral,v1.0.0
fbk-01941,req-010168,res-03138,4,issue was fixed but took longer than expected. rating given: 4/5. total downtime felt like 23 hours from resident perspective. reference token be3b2a98.,neutral,v1.0.0
fbk-01942,req-004284,res-01182,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 28 hours from resident perspective. reference token 7c70de54.,positive,v1.0.0
fbk-01943,req-013832,res-05070,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 31 hours from resident perspective. reference token 0c46f50c.,positive,v1.0.0
fbk-01944,req-008167,res-03419,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 18 hours from resident perspective. reference token c5f34f8a.,positive,v1.0.0
fbk-01945,req-010386,res-00494,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 86 hours from resident perspective.,positive,v1.0.0
fbk-01946,req-014385,res-02436,4,issue was fixed but took longer than expected. rating given: 4/5. total downtime felt like 100 hours from resident perspective. reference token 2a7830ae.,neutral,v1.0.0
fbk-01947,req-007286,res-04189,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 8 hours from resident perspective. reference token 07206fce.,positive,v1.0.0
fbk-01948,req-015907,res-06496,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 24 hours from resident perspective. reference token 660b0870.,positive,v1.0.0
fbk-01949,req-012920,res-05050,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 102 hours from resident perspective. reference token 70672e6f.,positive,v1.0.0
fbk-01950,req-017030,res-00193,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 94 hours from resident perspective. reference token a5c3a737.,positive,v1.0.0
fbk-01951,req-008602,res-05198,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 102 hours from resident perspective. reference token 235e6bf3.,positive,v1.0.0
fbk-01952,req-008716,res-02437,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 61 hours from resident perspective.,positive,v1.0.0
fbk-01953,req-002030,res-05864,5,average experience — problem solved with follow-up visit. rating given: 5/5. total downtime felt like 112 hours from resident perspective.,neutral,v1.0.0
fbk-01954,req-005077,res-04920,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 3 hours from resident perspective. reference token 0bf1365d.,positive,v1.0.0
fbk-01955,req-020278,res-06273,2,poor communication; had to escalate to management. rating given: 2/5. total downtime felt like 5 hours from resident perspective. request closure confirmation via email. reference token 4266ea8a.,negative,v1.0.0
fbk-01956,req-005489,res-00759,5,issue was fixed but took longer than expected. rating given: 5/5. total downtime felt like 6 hours from resident perspective. reference token 082782ba.,neutral,v1.0.0
fbk-01957,req-014647,res-00782,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 62 hours from resident perspective. reference token ddb414ce.,positive,v1.0.0
fbk-01958,req-005451,res-03715,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 109 hours from resident perspective. reference token a1abc0b2.,positive,v1.0.0
fbk-01959,req-000697,res-06202,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 33 hours from resident perspective. reference token db7c5f17.,positive,v1.0.0
fbk-01960,req-017963,res-00547,2,work quality exceeded expectations; thank you maintenance team. rating given: 2/5. total downtime felt like 93 hours from resident perspective.,positive,v1.0.0
fbk-01961,req-009103,res-04546,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 44 hours from resident perspective.,positive,v1.0.0
fbk-01962,req-018551,res-02047,3,resolution acceptable; communication could be improved. rating given: 3/5. total downtime felt like 54 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-01963,req-015130,res-01232,4,issue was fixed but took longer than expected. rating given: 4/5. total downtime felt like 51 hours from resident perspective.,neutral,v1.0.0
fbk-01964,req-016940,res-06166,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 52 hours from resident perspective. reference token 2ac6a27e.,positive,v1.0.0
fbk-01965,req-008685,res-05148,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 13 hours from resident perspective. reference token 4774afda.,positive,v1.0.0
fbk-01966,req-006081,res-02800,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 69 hours from resident perspective. reference token 41b3885a.,positive,v1.0.0
fbk-01967,req-007893,res-03533,4,poor communication; had to escalate to management. rating given: 4/5. total downtime felt like 86 hours from resident perspective. request closure confirmation via email. reference token 2aaf4a9a.,negative,v1.0.0
fbk-01968,req-004270,res-03792,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 88 hours from resident perspective. reference token 21190584.,positive,v1.0.0
fbk-01969,req-010748,res-06450,2,average experience — problem solved with follow-up visit. rating given: 2/5. total downtime felt like 66 hours from resident perspective.,neutral,v1.0.0
fbk-01970,req-002203,res-03022,4,average experience — problem solved with follow-up visit. rating given: 4/5. total downtime felt like 46 hours from resident perspective.,neutral,v1.0.0
fbk-01971,req-000079,res-00582,4,average experience — problem solved with follow-up visit. rating given: 4/5. total downtime felt like 53 hours from resident perspective. reference token 7b19cd48.,neutral,v1.0.0
fbk-01972,req-017740,res-03356,3,resolution acceptable; communication could be improved. rating given: 3/5. total downtime felt like 69 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-01973,req-002218,res-01602,4,issue was fixed but took longer than expected. rating given: 4/5. total downtime felt like 4 hours from resident perspective. reference token 02219ab3.,neutral,v1.0.0
fbk-01974,req-011695,res-04491,3,resolution acceptable; communication could be improved. rating given: 3/5. total downtime felt like 13 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-01975,req-017582,res-00643,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 63 hours from resident perspective.,positive,v1.0.0
fbk-01976,req-010027,res-00087,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 13 hours from resident perspective. reference token 588e7b1d.,positive,v1.0.0
fbk-01977,req-010467,res-02904,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 80 hours from resident perspective.,positive,v1.0.0
fbk-01978,req-002912,res-02184,3,work quality exceeded expectations; thank you maintenance team. rating given: 3/5. total downtime felt like 112 hours from resident perspective.,positive,v1.0.0
fbk-01979,req-017795,res-05585,2,technician left site without verifying complete resolution. rating given: 2/5. total downtime felt like 83 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-01980,req-010484,res-04019,1,unacceptable delay and repeated visits without permanent fix. rating given: 1/5. total downtime felt like 77 hours from resident perspective. reference token 5e0c9685.,negative,v1.0.0
fbk-01981,req-010743,res-04294,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 12 hours from resident perspective. reference token 221e0667.,positive,v1.0.0
fbk-01982,req-020875,res-06405,5,resolution acceptable; communication could be improved. rating given: 5/5. total downtime felt like 55 hours from resident perspective. request closure confirmation via email. reference token 8101e5a5.,neutral,v1.0.0
fbk-01983,req-009220,res-02360,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 69 hours from resident perspective. reference token 41b3885a.,positive,v1.0.0
fbk-01984,req-002923,res-01282,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 47 hours from resident perspective. reference token c480f24e.,positive,v1.0.0
fbk-01985,req-006718,res-04878,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 49 hours from resident perspective. reference token c7335f15.,positive,v1.0.0
fbk-01986,req-003943,res-06299,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 43 hours from resident perspective. reference token 0a82099a.,positive,v1.0.0
fbk-01987,req-010637,res-03513,1,unacceptable delay and repeated visits without permanent fix. rating given: 1/5. total downtime felt like 106 hours from resident perspective. reference token beeff7d3.,negative,v1.0.0
fbk-01988,req-018473,res-00065,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 119 hours from resident perspective.,positive,v1.0.0
fbk-01989,req-018274,res-06227,3,work quality exceeded expectations; thank you maintenance team. rating given: 3/5. total downtime felt like 35 hours from resident perspective. reference token fa697e2d.,positive,v1.0.0
fbk-01990,req-016371,res-05004,4,issue was fixed but took longer than expected. rating given: 4/5. total downtime felt like 34 hours from resident perspective. reference token faf19dec.,neutral,v1.0.0
fbk-01991,req-014490,res-04159,3,average experience — problem solved with follow-up visit. rating given: 3/5. total downtime felt like 56 hours from resident perspective.,neutral,v1.0.0
fbk-01992,req-003422,res-00643,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 104 hours from resident perspective. reference token 621bc979.,positive,v1.0.0
fbk-01993,req-003814,res-04061,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 5 hours from resident perspective. reference token bd47106b.,positive,v1.0.0
fbk-01994,req-005197,res-03807,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 86 hours from resident perspective. reference token 59802c01.,positive,v1.0.0
fbk-01995,req-005296,res-04186,4,resolution acceptable; communication could be improved. rating given: 4/5. total downtime felt like 23 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-01996,req-000586,res-01423,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 41 hours from resident perspective. reference token fd805dd6.,positive,v1.0.0
fbk-01997,req-018564,res-06256,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 51 hours from resident perspective.,positive,v1.0.0
